FID;OBJECTID;Cientifico;Year;Fuente;Nombre;DPA_DESCAN;POINT_X;POINT_Y
732;734;Sambucus nigra L.;2024;Proyecto;Sauco, tilo;LOJA;-79,279321499800005;-3,904633500290000
733;735;Sanguisorba minor subsp. muricata  (Bonnier & Layens) Briq.;2024;Proyecto;Pimpinela;LOJA;-79,339834499800006;-3,851210999940000
734;736;Solanum americanum Mill.;1965;GBIF;Hierba mora, mortiño;LOJA;-79,209999999700003;-3,950000000100000
735;737;Solanum americanum Mill.;1977;GBIF;Hierba mora, mortiño;PUYANGO;-79,984952999599997;-3,961318999570000
736;738;Solanum americanum Mill.;1978;GBIF;Hierba mora, mortiño;LOJA;-79,249999998899995;-4,250000000400000
737;739;Solanum americanum Mill.;1978;Tropicos;Hierba mora, mortiño;LOJA;-79,249999998899995;-4,250000000400000
738;740;Solanum americanum Mill.;1980;GBIF;Hierba mora, mortiño;PUYANGO;-80,083330000100005;-3,916600000390000
739;741;Solanum americanum Mill.;1980;Tropicos;Hierba mora, mortiño;PUYANGO;-80,080000000300004;-3,919999999800000
740;742;Solanum americanum Mill.;1981;GBIF;Hierba mora, mortiño;PALTAS;-79,781221999699994;-4,044292000180000
741;743;Solanum americanum Mill.;1982;GBIF;Hierba mora, mortiño;PUYANGO;-79,984952999599997;-3,961318999570000
742;744;Solanum americanum Mill.;1984;GBIF;Hierba mora, mortiño;LOJA;-79,216333499900003;-4,300000000300000
743;745;Solanum americanum Mill.;1984;Tropicos;Hierba mora, mortiño;LOJA;-79,220000000400006;-4,300000000300000
744;746;Solanum americanum Mill.;1986;GBIF;Hierba mora, mortiño;LOJA;-79,202943999900000;-4,022722000120000
745;747;Solanum americanum Mill.;1994;GBIF;Hierba mora, mortiño;CATAMAYO;-79,349999999600001;-4,000000000000000
746;748;Solanum americanum Mill.;1994;GBIF;Hierba mora, mortiño;LOJA;-79,206679999900004;-4,024999999950000
747;749;Solanum americanum Mill.;1994;GBIF;Hierba mora, mortiño;PALTAS;-79,733316500200004;-3,983316500010000
748;750;Solanum americanum Mill.;1994;Tropicos;Hierba mora, mortiño;LOJA;-79,220000000400006;-4,049999999900000
749;751;Solanum americanum Mill.;1995;GBIF;Hierba mora, mortiño;LOJA;-79,199999999900001;-4,233300000090000
750;752;Solanum americanum Mill.;1995;GBIF;Hierba mora, mortiño;MACARA;-79,841683500000002;-4,394422000080000
751;753;Solanum americanum Mill.;2001;GBIF;Hierba mora, mortiño;ESPINDOLA;-79,386099999699994;-4,566700000100000
752;754;Solanum americanum Mill.;2004;GBIF;Hierba mora, mortiño;LOJA;-79,199618499799996;-3,994682000270000
753;755;Solanum americanum Mill.;2007;GBIF;Hierba mora, mortiño;LOJA;-79,269150999800004;-3,707268000320000
754;756;Solanum americanum Mill.;2007;GBIF;Hierba mora, mortiño;SARAGURO;-79,222499999700005;-3,625099999960000
755;757;Solanum americanum Mill.;2008;GBIF;Hierba mora, mortiño;CATAMAYO;-79,362440000399999;-3,982685000110000
756;758;Solanum americanum Mill.;2009;GBIF;Hierba mora, mortiño;LOJA;-79,204200000200004;-3,998486000330000
757;759;Solanum americanum Mill.;2015;GBIF;Hierba mora, mortiño;MACARA;-79,789138999700000;-4,433332000270000
758;760;Solanum americanum Mill.;2017;GBIF;Hierba mora, mortiño;CATAMAYO;-79,307561000299998;-4,072941000230000
759;761;Solanum americanum Mill.;2019;GBIF;Hierba mora, mortiño;LOJA;-79,325303000100007;-4,209573000390000
760;762;Solanum americanum Mill.;2019;INaturalist;Hierba mora, mortiño;LOJA;-79,325303411099995;-4,209572814230000
761;763;Solanum americanum Mill.;2021;INaturalist;Hierba mora, mortiño;CHAGUARPAMBA;-79,562080688500004;-3,880483401490000
762;764;Solanum americanum Mill.;2022;GBIF;Hierba mora, mortiño;LOJA;-79,221066000099995;-4,261876000380000
763;765;Solanum americanum Mill.;2022;INaturalist;Hierba mora, mortiño;LOJA;-79,221065505499993;-4,261875825910000
764;766;Solanum americanum Mill.;2023;GBIF;Hierba mora, mortiño;LOJA;-79,204764999800005;-4,176195999950000
765;767;Solanum americanum Mill.;2023;INaturalist;Hierba mora, mortiño;LOJA;-79,204764986699999;-4,176196453200000
766;768;Solanum americanum Mill.;2024;INaturalist;Hierba mora, mortiño;LOJA;-79,209316666899994;-4,024819443960000
767;769;Solanum americanum Mill.;2024;Proyecto;Hierba mora, mortiño;LOJA;-79,286120499999996;-3,904626499960000
768;770;Sonchus oleraceus L.;1988;Tropicos;Kana yuyu, cerraja;SARAGURO;-79,220000000400006;-3,620000000400000
769;771;Sonchus oleraceus L.;1989;Tropicos;Kana yuyu, cerraja;SARAGURO;-79,230000000199993;-3,569999999600000
770;772;Sonchus oleraceus L.;2020;INaturalist;Kana yuyu, cerraja;LOJA;-79,207473545100001;-4,020190413960000
771;773;Sonchus oleraceus L.;2022;INaturalist;Kana yuyu, cerraja;LOJA;-79,215393333400002;-4,006262500110000
772;774;Sonchus oleraceus L.;2023;INaturalist;Kana yuyu, cerraja;CELICA;-79,958439767100003;-4,103125749150000
773;775;Sonchus oleraceus L.;2023;INaturalist;Kana yuyu, cerraja;OLMEDO;-79,580458025100000;-3,961658626740000
774;776;Sonchus oleraceus L.;2024;INaturalist;Kana yuyu, cerraja;LOJA;-79,196878333499996;-4,006597216990000
775;777;Sonchus oleraceus L.;2024;Proyecto;Kana yuyu, cerraja;CATAMAYO;-79,230990000000006;-4,052610999800000
776;778;Streptosolen jamesonii (Benth.) Miers;1921;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,216666999599994;-4,000000000000000
777;779;Streptosolen jamesonii (Benth.) Miers;1921;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,220000000400006;-3,999999999100000
778;780;Streptosolen jamesonii (Benth.) Miers;1923;GBIF;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,333329999800000;-4,033330000080000
779;781;Streptosolen jamesonii (Benth.) Miers;1923;Tropicos;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,329999999999998;-4,030000001200000
780;782;Streptosolen jamesonii (Benth.) Miers;1947;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,216666999599994;-4,000000000000000
781;783;Streptosolen jamesonii (Benth.) Miers;1947;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,249999999799996;-3,649999999800000
782;784;Streptosolen jamesonii (Benth.) Miers;1947;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,220000000400006;-3,999999999100000
783;785;Streptosolen jamesonii (Benth.) Miers;1959;GBIF;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,550000000099999;-4,333000000450000
784;786;Streptosolen jamesonii (Benth.) Miers;1959;Tropicos;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,550000000099999;-4,329999999700000
785;787;Streptosolen jamesonii (Benth.) Miers;1961;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,216660000199994;-3,866599999590000
786;788;Streptosolen jamesonii (Benth.) Miers;1961;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,220000000400006;-3,869999999000000
787;789;Streptosolen jamesonii (Benth.) Miers;1965;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,209999999700003;-3,950000000100000
788;790;Streptosolen jamesonii (Benth.) Miers;1965;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,209999999700003;-3,950000000100000
789;791;Streptosolen jamesonii (Benth.) Miers;1966;GBIF;Flor de quinde, flor del sol, jaboncillo;PUYANGO;-79,984952999599997;-3,961318999570000
790;792;Streptosolen jamesonii (Benth.) Miers;1973;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,168000000000006;-3,568000000000000
791;793;Streptosolen jamesonii (Benth.) Miers;1973;Tropicos;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,169999999599995;-3,569999999600000
792;794;Streptosolen jamesonii (Benth.) Miers;1977;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,226105500000003;-4,147603000230000
793;795;Streptosolen jamesonii (Benth.) Miers;1977;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,238066999899999;-3,621747000020000
794;796;Streptosolen jamesonii (Benth.) Miers;1982;GBIF;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,428455500100000;-3,984934499980000
795;797;Streptosolen jamesonii (Benth.) Miers;1982;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,233000000000004;-3,915999999700000
796;798;Streptosolen jamesonii (Benth.) Miers;1984;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,224950000199996;-3,970814999960000
797;799;Streptosolen jamesonii (Benth.) Miers;1984;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,225000000300000;-3,970000000150000
798;800;Streptosolen jamesonii (Benth.) Miers;1986;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,169999999599995;-4,199999999600000
799;801;Streptosolen jamesonii (Benth.) Miers;1986;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,169999999599995;-4,199999999600000
800;802;Streptosolen jamesonii (Benth.) Miers;1988;GBIF;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,316667000300001;-3,983333000320000
801;803;Streptosolen jamesonii (Benth.) Miers;1988;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,233165000000000;-3,633165000010000
802;804;Streptosolen jamesonii (Benth.) Miers;1988;Tropicos;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,230000000199993;-3,629999999300000
803;805;Streptosolen jamesonii (Benth.) Miers;1990;GBIF;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,433164999599995;-4,700000000400000
804;806;Streptosolen jamesonii (Benth.) Miers;1990;GBIF;Flor de quinde, flor del sol, jaboncillo;PALTAS;-79,916329999699997;-4,066330000230000
805;807;Streptosolen jamesonii (Benth.) Miers;1990;Tropicos;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,429999999800003;-4,700000000400000
806;808;Streptosolen jamesonii (Benth.) Miers;1990;Tropicos;Flor de quinde, flor del sol, jaboncillo;PALTAS;-79,919999999900000;-4,070000000400000
807;809;Streptosolen jamesonii (Benth.) Miers;1994;GBIF;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,673330000199996;-4,314439999810000
808;810;Streptosolen jamesonii (Benth.) Miers;1994;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,199999999900001;-4,176666500060000
809;811;Streptosolen jamesonii (Benth.) Miers;1994;GBIF;Flor de quinde, flor del sol, jaboncillo;PALTAS;-79,873401499899998;-4,061581500240000
810;812;Streptosolen jamesonii (Benth.) Miers;1994;Tropicos;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,670000000399995;-4,310000000100000
811;813;Streptosolen jamesonii (Benth.) Miers;1994;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,199999999900001;-4,175000000550000
812;814;Streptosolen jamesonii (Benth.) Miers;1994;Tropicos;Flor de quinde, flor del sol, jaboncillo;PALTAS;-79,890000000499995;-4,060000000600000
813;815;Streptosolen jamesonii (Benth.) Miers;1996;GBIF;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,299999999700006;-4,000000000000000
814;816;Streptosolen jamesonii (Benth.) Miers;1997;GBIF;Flor de quinde, flor del sol, jaboncillo;QUILANGA;-79,416699999800002;-4,283299999990000
815;817;Streptosolen jamesonii (Benth.) Miers;2003;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,187218500000000;-3,935415000200000
816;818;Streptosolen jamesonii (Benth.) Miers;2003;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,190000000100000;-3,934999999950000
817;819;Streptosolen jamesonii (Benth.) Miers;2004;GBIF;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,477500000399999;-3,955416499870000
818;820;Streptosolen jamesonii (Benth.) Miers;2004;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,195415000300002;-4,210421500400000
819;821;Streptosolen jamesonii (Benth.) Miers;2004;Tropicos;Flor de quinde, flor del sol, jaboncillo;CATAMAYO;-79,480000000600000;-3,959999999900000
820;822;Streptosolen jamesonii (Benth.) Miers;2004;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,195000000400000;-4,254999999850000
821;823;Streptosolen jamesonii (Benth.) Miers;2005;GBIF;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,550000000099999;-4,333332999620000
822;824;Streptosolen jamesonii (Benth.) Miers;2005;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,211322999999993;-4,031490999810000
823;825;Streptosolen jamesonii (Benth.) Miers;2005;GBIF;Flor de quinde, flor del sol, jaboncillo;PUYANGO;-79,984952999599997;-3,961318999570000
824;826;Streptosolen jamesonii (Benth.) Miers;2005;GBIF;Flor de quinde, flor del sol, jaboncillo;SOZORANGA;-79,726914999900004;-4,369725999760000
825;827;Streptosolen jamesonii (Benth.) Miers;2005;Tropicos;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,550000000099999;-4,329999999700000
826;828;Streptosolen jamesonii (Benth.) Miers;2006;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,157785000199993;-4,370815000060000
827;829;Streptosolen jamesonii (Benth.) Miers;2006;Tropicos;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,159999999799993;-4,369999999800000
828;830;Streptosolen jamesonii (Benth.) Miers;2007;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,205800000300002;-3,928800000020000
829;831;Streptosolen jamesonii (Benth.) Miers;2008;GBIF;Flor de quinde, flor del sol, jaboncillo;CELICA;-79,955875999599996;-4,103168000200000
830;832;Streptosolen jamesonii (Benth.) Miers;2009;GBIF;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,461489000399993;-4,637459999580000
831;833;Streptosolen jamesonii (Benth.) Miers;2009;GBIF;Flor de quinde, flor del sol, jaboncillo;MACARA;-79,891170999600007;-4,378725000160000
832;834;Streptosolen jamesonii (Benth.) Miers;2009;INaturalist;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,461488727000003;-4,637460165050000
833;835;Streptosolen jamesonii (Benth.) Miers;2009;INaturalist;Flor de quinde, flor del sol, jaboncillo;MACARA;-79,891170738800000;-4,378724851770000
834;836;Streptosolen jamesonii (Benth.) Miers;2014;GBIF;Flor de quinde, flor del sol, jaboncillo;MACARA;-79,794582999799999;-4,453388999800000
835;837;Streptosolen jamesonii (Benth.) Miers;2014;Proyecto;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,359526852599998;-3,784780808490000
836;838;Streptosolen jamesonii (Benth.) Miers;2016;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,211173999899998;-3,920297000010000
837;839;Streptosolen jamesonii (Benth.) Miers;2016;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,211174243599999;-3,920296571030000
838;840;Streptosolen jamesonii (Benth.) Miers;2017;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,191921000099995;-4,036388499930000
839;841;Streptosolen jamesonii (Benth.) Miers;2019;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,178214999800005;-4,348126000110000
840;842;Streptosolen jamesonii (Benth.) Miers;2019;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,178215026800004;-4,348126411100000
841;843;Streptosolen jamesonii (Benth.) Miers;2020;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,201380500200003;-4,031993500050000
842;844;Streptosolen jamesonii (Benth.) Miers;2020;INaturalist;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,544392438900005;-4,316343567350000
843;845;Streptosolen jamesonii (Benth.) Miers;2020;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,263313334900005;-3,954058000180000
844;846;Streptosolen jamesonii (Benth.) Miers;2021;GBIF;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,637712499800003;-4,340104999850000
845;847;Streptosolen jamesonii (Benth.) Miers;2021;GBIF;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,461111000100004;-4,657303000030000
846;848;Streptosolen jamesonii (Benth.) Miers;2021;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,209756000100001;-4,136478999860000
847;849;Streptosolen jamesonii (Benth.) Miers;2021;INaturalist;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,639298636400000;-4,364890212010000
848;850;Streptosolen jamesonii (Benth.) Miers;2021;INaturalist;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,465027222000003;-4,640032222510000
849;851;Streptosolen jamesonii (Benth.) Miers;2021;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,221382449900005;-4,136478799760000
850;852;Streptosolen jamesonii (Benth.) Miers;2022;GBIF;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,699303000000000;-4,337468999690000
851;853;Streptosolen jamesonii (Benth.) Miers;2022;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,225403000000000;-4,179498000230000
852;854;Streptosolen jamesonii (Benth.) Miers;2022;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,247810999600006;-3,623667000430000
853;855;Streptosolen jamesonii (Benth.) Miers;2022;INaturalist;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,699302585400005;-4,337468815330000
854;856;Streptosolen jamesonii (Benth.) Miers;2022;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,225403072800006;-4,179497779000000
855;857;Streptosolen jamesonii (Benth.) Miers;2022;INaturalist;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,247811111100006;-3,623666666780000
856;858;Streptosolen jamesonii (Benth.) Miers;2023;GBIF;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,393817000400006;-4,581895000250000
857;859;Streptosolen jamesonii (Benth.) Miers;2023;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,301512500200005;-4,115726500180000
858;860;Streptosolen jamesonii (Benth.) Miers;2023;GBIF;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,190518999800005;-3,643038999850000
859;861;Streptosolen jamesonii (Benth.) Miers;2023;INaturalist;Flor de quinde, flor del sol, jaboncillo;ESPINDOLA;-79,393817000400006;-4,581894549690000
860;862;Streptosolen jamesonii (Benth.) Miers;2023;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,301512484900002;-4,111273690080000
861;863;Streptosolen jamesonii (Benth.) Miers;2023;INaturalist;Flor de quinde, flor del sol, jaboncillo;SARAGURO;-79,190519444000003;-3,643038889230000
862;864;Streptosolen jamesonii (Benth.) Miers;2024;GBIF;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,179586500100001;-4,010879000320000
863;865;Streptosolen jamesonii (Benth.) Miers;2024;INaturalist;Flor de quinde, flor del sol, jaboncillo;CALVAS;-79,717431666899998;-4,365900833260000
864;866;Streptosolen jamesonii (Benth.) Miers;2024;INaturalist;Flor de quinde, flor del sol, jaboncillo;GONZANAMA;-79,380234055700001;-4,132621596710000
865;867;Streptosolen jamesonii (Benth.) Miers;2024;INaturalist;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,183945833300001;-4,185269999760000
866;868;Streptosolen jamesonii (Benth.) Miers;2024;Proyecto;Flor de quinde, flor del sol, jaboncillo;LOJA;-79,228403000300005;-4,058804000300000
867;869;Tagetes filifolia Lag.;1967;Tropicos;Anís;GONZANAMA;-79,529999998700006;-4,120000000300000
868;870;Tagetes filifolia Lag.;1973;Tropicos;Anís;SARAGURO;-79,169999999599995;-3,569999999600000
869;871;Tagetes filifolia Lag.;1988;Tropicos;Anís;SARAGURO;-79,230000000199993;-3,569999999600000
870;872;Tagetes filifolia Lag.;2016;Investigación UTPL;Anís;LOJA;-79,275767234300005;-4,002140166140000
871;873;Tagetes filifolia Lag.;2016;Investigación UTPL;Anís;SARAGURO;-79,319826195399997;-3,597700609700000
872;874;Taraxacum officinale F.H. Wigg.;2016;Investigación UTPL;Diente de León;LOJA;-79,256403649899994;-3,946423397670000
873;875;Tradescantia zebrina Heynh. Ex Bosse;1946;GBIF;Calcha;LOJA;-79,216100000400004;-4,236700000400000
874;876;Tradescantia zebrina Heynh. Ex Bosse;1986;GBIF;Calcha;LOJA;-79,198674999999994;-4,037084999670000
875;877;Tradescantia zebrina Heynh. Ex Bosse;2007;GBIF;Calcha;LOJA;-79,265799999999999;-3,703933000310000
876;878;Tradescantia zebrina Heynh. Ex Bosse;2008;GBIF;Calcha;CELICA;-79,955875999599996;-4,103168000200000
877;879;Tradescantia zebrina Heynh. Ex Bosse;2014;GBIF;Calcha;MACARA;-79,812055999799995;-4,437000000350000
878;880;Tradescantia zebrina Heynh. Ex Bosse;2020;GBIF;Calcha;LOJA;-79,247933999899999;-3,990206999850000
879;881;Tradescantia zebrina Heynh. Ex Bosse;2023;GBIF;Calcha;LOJA;-79,221389999699994;-4,265270000410000
880;882;Triumfetta semitriloba Jacq;1967;GBIF;Abrojo, cadillo, mostrante;LOJA;-79,209999999700003;-4,319999999900000
881;883;Triumfetta semitriloba Jacq;1967;Tropicos;Abrojo, cadillo, mostrante;LOJA;-79,209999999700003;-4,319999999900000
882;884;Triumfetta semitriloba Jacq;1977;GBIF;Abrojo, cadillo, mostrante;LOJA;-79,174605999799994;-4,362633000010000
883;885;Triumfetta semitriloba Jacq;1989;GBIF;Abrojo, cadillo, mostrante;SARAGURO;-79,241499999900000;-3,558330000130000
884;886;Triumfetta semitriloba Jacq;1989;Tropicos;Abrojo, cadillo, mostrante;SARAGURO;-79,239999999600002;-3,559999999800000
885;887;Triumfetta semitriloba Jacq;2022;INaturalist;Abrojo, cadillo, mostrante;LOJA;-79,198408937300002;-3,982092244360000
886;888;Triumfetta semitriloba Jacq;2022;INaturalist;Abrojo, cadillo, mostrante;MACARA;-79,966554047700001;-4,331044593730000
887;889;Triumfetta semitriloba Jacq;2024;INaturalist;Abrojo, cadillo, mostrante;LOJA;-79,162284999999997;-4,357999166730000
888;890;Triumfetta semitriloba Jacq;2024;Proyecto;Abrojo, cadillo, mostrante;LOJA;-79,288441371399998;-3,893703561920000
889;891;Viola odorata L.;2024;Proyecto;Violeta, violeta de jardín;LOJA;-79,284821999900004;-3,892756000240000
890;892;Viola tricolor L.;2004;GBIF;Pensamiento;LOJA;-79,270349499800005;-3,909273000200000
891;893;Viola tricolor L.;2009;GBIF;Pensamiento;LOJA;-79,204200000200004;-3,998486000330000
892;894;Viola tricolor L.;2014;GBIF;Pensamiento;LOJA;-79,198674999999994;-4,037084999670000
